body,country,farm,flavor,gram,name,per_1g,price,process,roast,url,variety,lat,lon
熟した果実を思わせる酸と甘みが特徴。 しっかりしたコクと、クリーンな後味。 バランスの良い、フレンチロースでも飲みやすい深煎りです。,グァテマラ,,,200,グァテグァテマラ／トラべシア　ブルボン,7.25,1450,ウォッシュト,フレンチロースト,https://www.muto-coffee.com/shop/products/detail/46,,14.634915,-90.506882
エチオピアのナチュラルらしい、ストロベリー・ピーチなどの 豊かな果実味と濃厚な香り。 滑らかな質感が心地良い味わいです。 まとめはコーヒーのコクとクリアな後味。,エチオピア,,,200,エチオピア／イルガチェフェ　イディド（ナチュラル）,8.25,1650,ナチュラル,シティロースト,https://www.muto-coffee.com/shop/products/detail/23,,8.980603,38.757761
しっかりとした口当たりにライムのような 風味が特徴的なオナンガンジャン。 瑞々しい果物の味わい。 後味には若草のような清涼感も感じさせ、 すっきりとした後味です。,インドネシア,,,200,インドネシア／オナンガンジャン　マンデリン,7.75,1550,スマトラ式,フレンチロースト,https://www.muto-coffee.com/shop/products/detail/48,,-6.208763,106.845599
滑らかなコク、ワイルドな印象の中に黒糖の甘苦さが絡み合い、優しくかつ密度感のある味わいです。,ルワンダ,,,200,ルワンダ／ガスーラ,7.0,1400,ウォッシュト,シティロースト,https://www.muto-coffee.com/shop/products/detail/7,,-1.970579,30.104429
甘みとカカオの酸のなめらかなコク。 バランスの良い上質マイルドな味わいです。 スッキリした後味で、飽きない美味しさです。,ペルー,,,200,ペルー／ウイルダー・ガルシア カトゥーラ,7.25,1450,ウォッシュト,シティロースト,https://www.muto-coffee.com/shop/products/detail/31,,-12.046373,-77.042754
マイルドな味わい。 柑橘系の明るい酸で すっきりとした味わいのカップです。 飲み心地よい、クリーンな後味です。,コロンビア,,,200,コロンビア／エル・ホルダン,7.25,1450,ウォッシュト,シティロースト,https://www.muto-coffee.com/shop/products/detail/44,,4.710989,-74.072092
ウエウエテナンゴ名門エル・インヘルト農園の、大きい豆が特徴のパカマラ品種。花のような香りと、クリーミーで滑らかなボディ。フランボワーズやカシス等の甘みのあるきれいな酸が感じられます。果実味とカカオと甘みの長い後味。 素晴らしくクリーンなカップに仕上がりました。,グァテマラ,,,200,グァテマラ／エルインヘルト パカマラ,12.5,2500,ウォッシュト,シティロースト,https://www.muto-coffee.com/shop/products/detail/51,,14.634915,-90.506882
華やかで明るい蜜柑の酸。花の香りが印象的。 甘みが強く、コクとのバランスも良いです。 軽快で瑞々しい紅茶のような味わいです。,エチオピア,,,200,エチオピア／グジ ウラガ・ハロワト,7.995,1599,ウォッシュト,シティロースト,https://www.muto-coffee.com/shop/products/detail/34,,8.980603,38.757761
コーヒー大国のインドネシア。 その中でもインドネシアのスマトラ島アチェ州を中心に栽培されるアラビカ種のコーヒー『マンデリン』。 『マンデリン』とはスマトラ島にいた部族「マンデリン族」に由来しています。 この品種は深く焙煎しても負けない強さを持ち、苦み系の定番の豆です。 当店でも固定ファンが多くオススメのコーヒー豆です。,インドネシア,,,200,インドネシア マンデリンG1 / 青空豆店,6.1,1220,スマトラ式,フレンチロースト,https://aozoramame10.thebase.in/items/14569662,,-6.208763,106.845599
世界で最も古くから珈琲が飲まれており珈琲発祥の地とも言われる国、エチオピア。 アビシニアン高原の南シダモ地方のイルガチェフェ地区で生産されるコーヒーは、品質の高さ、個性豊かな香りをもつ事から、世界中で注目を浴びています。 最高グレードG1ならではとなるフルーティーな味わいと上品な酸味、芳醇な香りをお楽しみいただけます。 自然乾燥方式のナチュラルプロセスを採用しているためより強い香りと甘みを感じる事が出来ます。,エチオピア,,,200,エチオピア イルガチェフェ G1 / 青空豆店,7.0,1400,ナチュラルプロセス,ハイロースト,https://aozoramame10.thebase.in/items/14569218,,8.980603,38.757761
インドネシア東部の秘島『フローレス島』。 多くの火山があり、その中でもクリムトゥは異なる色の水を湛える3つのカルデラ湖で知られており、西部のコモド島では世界最大のオオトカゲ「コモドドラゴン」と出会うことができます。 そのような島の標高1700mほどの場所で『Julia』と呼ばれるティピカ種や『カツーラ』『アテンガ』を発酵果肉の肥料を使い原始的で伝統的な方法で育てられ、手摘み収穫されたチェリーをスマトラ式で精製。その後スマトラ島に移送されます。 スマトラ島で丁寧にハンドピックされ厳選した珈琲は、柔らかなボディ感と華やかな香りをまとった非常にクリーンなカップです。,インドネシア,,,200,インドネシア　フローレスアラビカコモドドラゴン/ 青空豆店,7.0,1400,スマトラ式,フレンチロースト,https://aozoramame10.thebase.in/items/20739480,,-6.208763,106.845599
『グァテマラ サンクリストバル ハニー』は標高1400m～1700mに位置し肥沃な土壌に恵まれた小規模な生産者のグループが作る珈琲豆です。 アフリカンベッドを用いて、ハニープロセス（果肉除去後、種子のまわりのミュージレージと呼ばれるぬめり粘質をつけたまま乾燥させる精製方法で甘みが強くなります）で手間と時間をかけることで高い品質を保ちます。 飲むほどに生産者の想いが伝わる素晴らしいCup Qualityのコーヒーです。,グァテマラ,,,200,グァテマラ サンクリストバル ハニー / 青空豆店,6.7,1340,ハニープロセス,シティロースト,https://aozoramame10.thebase.in/items/24835946,,14.634915,-90.506882
『マチュピチュ』は『ブラジル』『コロンビア』につぐ、南米第三位の生産量を誇る『ペルー』の珈琲です。 アンデス山脈、ネバド・チョケサフラ火山の麓の豊富な栄養分を含んだ肥沃な土壌で栽培されています。 マチュピチュの玄関口に位置するクスコ地区、インカワシ組合によって栽培され、シェードツリーで適度な日陰を作るだけではなく落ち葉を良質な肥料とし、自然に近い環境を保って丁寧に作られている至極のコーヒーです。 バランスがよく飲みやすいですが、ほんのわずかな苦味が個性を引き立てます。,ペルー,,,200,ペルー マチュピチュ/青空豆店,6.5,1300,ウォッシュド,シティロースト,https://aozoramame10.thebase.in/items/27824594,,-12.046373,-77.042754
"アフリカ最高峰キリマンジャロ。その南山腹標高 1400 メートルのア ルーシャ地区はタンザニア最大のコーヒー銘産地です。 そこで栽培される『キボー』とは標高約5,900mとキリマンジャロ山系で一番高い山の名前で、キリマンジャロ山腹で収穫されるコーヒーの中でも、特に選りすぐりの最高級品質の豆になります。 その中でもトップクラスのグレード＝AA ワインのように香り高く豊かな酸味をもち芳醇なコクがある珈琲です。 特徴的なフルーティーで甘い香り。 この香りをかぐとみなさん笑顔になります。 ミルクチョコやバター、カカオを連想する甘みのある強いコクとほろ苦さのバランスをお楽しみください。",タンザニア,,,200,タンザニア キボーAA/青空豆店,6.5,1300,ウォッシュド,シティロースト,https://aozoramame10.thebase.in/items/27825364,,-6.162959,35.751607
『コロンビア ナリーニョ グランボリバール』は世界で称賛されるナリーリョ地区でとれた傑作と言われています。 『ナリーニョ地区』は、北緯1度とほぼ赤道直下に位置しています。 そのため日射量は十分で、火山性の土壌はミネラルも豊富。 さらに標高が高く冷涼な気候と、谷底から立ち上がる暖かく湿った空気のおかげで寒暖差が生まれることで、コーヒーの木は糖分を十分に蓄え、その結果まろやかな酸味と長く続く甘さを持ったコーヒーになります。 気候条件に恵まれたコーヒーは、険しい斜面で一つ一つ手摘みで収穫し、冷涼な気候の県都パスト市で大事に保管されます。,コロンビア,,,200,コロンビア ナリーニョ グランボリバール/青空豆店,6.8,1360,ウォッシュド,フレンチロースト,https://aozoramame10.thebase.in/items/27827088,,4.710989,-74.072092
赤道の少し南の熱帯に位置するパプアニューギニア。 第二次世界大戦の前にルター派の宣教師によりパプアニューギニアにコーヒーが持ち込まれました。 数あるコーヒー農園の中でも『シグリ』は西部高地地方ワギ・バレーに1950年代末に開発された大農園です。海抜1600ｍの標高、清涼な気候、十分な降水量、豊かな土壌、『一日で一年の気候を繰り返す』といわれる程の気象変化など、コーヒーの生育には理想的な環境です。 それに加え、完熟チェリーを手摘みし通常より1日多い4日間をかけた水洗発酵を行い、さらに10日間をかけてたっぷり天日乾燥をします。 その後、完成豆を二度にわたり手選別することにより翡翠(ヒスイ)に似た蒼色と最高級の風味、品格が出来上がります。 このような素晴らしい気候風土の『シグリ』で手間をかけて育てられるコーヒーのおいしさはいうまでもありません。,パプアニューギニア,,,200,パプアニューギニア シグリAA / 青空豆店,7.0,1400,ウォッシュド,フレンチロースト,https://aozoramame10.thebase.in/items/28385138,,-9.4438,147.180267
エルサルバドル西方にあるアパネカ・イラマテペック山脈の肥沃な大地の一部に、父CarlosとYadiraによって運営されている農園があります。 この農園はゼロ欠点を常に目標として掲げ、非常にレベルの高い運営を継続していおり、コーヒー生豆は機械選別後にさらに人の目で欠点豆を取り除くプロセスを設けています。 そして、非常に優れたコーヒーを栽培する農園運営企業としてだけではなく、エルサルバドルの社会開発に取り組む『ソーシャルコンシャスカンパニー』としても、高く評価されています。 また、様々なNPOと地域社会の発展にむけて、社会プログラムを継続発展させている企業でもあり、特に教育や暴力抑止などで献身的な取り組みを行っています。 その根底には、彼らの従業員やその家族のコミュニティの質がコーヒー産業をよりよく持続可能なものにする要因であると信じているからだそうです。 このような素晴らしい取り組みをしている農園から作り出されるコーヒーは優しくまろやかで非常にクリーンな味に仕上がっています。,エルサルバドル,,,200,エルサルバドル カフェパカス / 青空豆店,7.0,1400,ナチュラル,ハイロースト,https://aozoramame10.thebase.in/items/29540946,,13.69294,-89.218191
"コスタリカ（レオンコルテス）""セロ ヴェルデ"" カタリーナ 「セロ ヴェルデ」マイクロミルはコスタリカの良質なコーヒーの産地「レオン コルテス」地域の1.900m程の高標高の地に位置しています。 生産者のデイネル氏は『自分たちのコーヒーを作りたい』という思いが募り、自身のマイクロミルを設立するために2008年から米国に出稼ぎに行き、帰国後の2012年に念願のマイクロミルを設立しました。その年に精製できた量はわずかでしたが、首都サン ホセにいる兄弟も収穫期の作業を手伝いに帰ってきてくれたりと、ミルを設立したことで家族一丸となってコーヒー生産の仕事ができることに喜びを感じています。 レオンコルテス地域特有の気品のある風味、甘みががしっかりと感じられるとてもクリーンな仕上がり、酸とコクのバランスに優れた素晴らしいコーヒーです。 Microbeneficio Cerro VerdeFinca San Francisco 1900 / “La Catalina”Producer : Eliecer & Deyner Fallas MoraRegion : San Francisco de León CortésAltitude : 1,860 〜 1,960 mCultivar : CatuaiProcessing : Washed",コスタリカ,,,100,"コスタリカ（レオンコルテス）""セロ ヴェルデ"" カタリーナ",7.8,780,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B3%E3%82%B9%E3%82%BF%E3%83%AA%E3%82%AB-%E3%83%AC%E3%82%AA%E3%83%B3%E3%82%B3%E3%83%AB%E3%83%86%E3%82%B9-%E3%82%BB%E3%83%AD-%E3%83%B4%E3%82%A7%E3%83%AB%E3%83%87-%E3%82%AB%E3%82%BF%E3%83%AA%E3%83%BC%E3%83%8A-1,Catuai,9.928069,-84.090725
"「キリマンジャロを有するタンザニアの至高の単一生産者ロット」 オルディアニ山の山腹にあるブラックバーン農園はドイツ出身のミヒャエル ゲルケン氏によって20年以上に渡り営まれています。農園は野生動物が多く生息するンゴロンゴロ保護地区に隣接しており、象やバッファローなど様々な野生動物が農園内に現れることも。豊かな甘みある風味、しっかりとしたコク、バランスに優れた素晴らしいコーヒーです。 抽出メモRoast Level：Full City Roast3.7（Bodum Bistro）ex. 25g for 200cc3,5（ナイスカット）ex. 25g for 200cc細かめに挽くとしっかりとしたコクが、やや粗めに挽けばすっきりとした仕上がりに！ ""Blackburn Estate""Producer : Michael & Tina GehrkenRegion : Oldeani, Karatu, ArushaAltitude : 1,760 ~ 1,950 mCultivar : Bourbon, KentProcessing : Washed",タンザニア,,,100,タンザニア 「ブラックバーン」AA,8.0,800,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%BF%E3%83%B3%E3%82%B6%E3%83%8B%E3%82%A2-%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%90%E3%83%BC%E3%83%B3-aa,"Bourbon, Kent",-6.162959,35.751607
"コロンビア（カウカ）「イグナシオ キンテロ」カトゥーラ種 こちらも久しぶりの入荷となります。優れた生産者のマイクロロットに出会い、コロンビア南部のコーヒーの魅力に一気に取り憑かれた時期がありました。2013年のことでした。現在販売中の「ペドロ クラロス」氏のコーヒーと共に、この「イグナシオ キンテロ」氏のコーヒーもその一つでした。イグナシオ・キンテロ氏が運営する「エル ペニョン & ベジャビスタ農園」はコロンビア南部「ウィラ」の西隣の「カウカ」の中央山脈の東側にあります。 浅煎り〜深煎り、どのローストレベルに仕上げても「豊かな風味」「しっかりとした厚みのあるボディ」「クリーミーな質感」が感じられ、このコーヒーに出会った当時、ローストに関して試行錯誤を繰り返した記憶があります。 今季はごく少量の入荷、余韻にカカオ感が感じられるフレンチロースト（深煎り）に仕上げています。抽出に関しては、メッシュ（挽き目）と豆量の変化で様々な仕上がりをお愉しみ頂けます。この機会に是非、高次元のコロンビアのコーヒーを是非、ご堪能ください！ Finca El Peñón & BellavistaProducer : Ignacio QuinteroRegion : Pedregal, Inza, CaucaAltitude : 1,750 mCultivar : CaturraProcessing : Washed",コロンビア,,,100,"コロンビア（カウカ）""イグナシオ キンテロ"" 深煎り",8.2,820,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B3%E3%83%AD%E3%83%B3%E3%83%93%E3%82%A2-%E3%82%AB%E3%82%A6%E3%82%AB-%E3%82%A4%E3%82%B0%E3%83%8A%E3%82%B7%E3%82%AA-%E3%82%AD%E3%83%B3%E3%83%86%E3%83%AD-%E3%82%AB%E3%83%88%E3%82%A5%E3%83%BC%E3%83%A9%E7%A8%AE,Caturra,4.710989,-74.072092
"『最高峰のパカマラ種！』 グァテマラ、ウェウェテナンゴ地域にある名農園『エル インヘルト』初代オーナーの ヘスス アギーレ パナマ氏は1874年にこの地を取得し、サトウキビやトウモロコシ、豆、タバコの栽培を始めました。コーヒーの栽培を始めたのは1900年頃でこの頃に農園を“El Injerto”と呼ぶようになりました（ 「インヘルト」とはこの地域に自生していたフルーツの名に由来 ）。現在はアギーレ一族の３〜４世代目によって管理されています。毎年土壌と葉を解析し土壌と木の栄養状況の把握することで、必要としている要素や量を判断し与えており、高品質のコーヒー生産の為に徹底した管理が行われています。 本ロットは数々の受賞歴を得ている『パカマラ』種。フルーティな風味、柔らかな甘みが感じられる至高のパカマラ種をお愉しみください！ https://www.youtube.com/watch?v=aBwS1rncFP4 El Injerto Uno ""Pandora""Producer : Arturo AguirreRegion : La Libertad, HuehuetenangoAltitude : 1,735 〜 1,800 mCultivar : PacamaraProcessing : Washed",グァテマラ,,,100,"グァテマラ（ウェウェテナンゴ） ""エル インヘルト"" パカマラ種",13.8,1380,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B0%E3%82%A1%E3%83%86%E3%83%9E%E3%83%A9-%E3%82%A6%E3%82%A7%E3%82%A6%E3%82%A7%E3%83%86%E3%83%8A%E3%83%B3%E3%82%B4-%E3%82%A8%E3%83%AB-%E3%82%A4%E3%83%B3%E3%83%98%E3%83%AB%E3%83%88-%E3%83%91%E3%82%AB%E3%83%9E%E3%83%A9%E7%A8%AE,Pacamara,14.634915,-90.506882
"『ナリーニョ産の高品質ロット！！』 コロンビア南西部『ナリーニョ』、ラ フロリダ地域の2150mという高標高で生産を続けているディエゴ ロペス氏は、高品質なコーヒーを生産するために、栽培工程、精製工程、乾燥工程において工夫や試験を試みる探究心を持った生産者です。高品質なナリーニョ産特有の「シトラス系の爽やかな風味」、高標高産ならではの「しっかりしたボディの厚み」が感じられる素晴らしいコーヒーです。 ロースト具合は浅煎りに仕上げています。爽やかさが感じられる、明るくすっきりとした印象のコーヒー、気温の高い季節にお薦めのコーヒーです！ドリップなら多めの豆量を粗めに挽き、すっきりとした爽やかな印象に！エアロプレスでの抽出もお薦めです。 Finca San FranciscoProducer : Diego LópezRegion : San Francisco La Florida, NariñoAltitude : 2,150 m Cultivar : CaturraProcessing : Washed",コロンビア,,,100,"コロンビア（ナリーニョ） ""ディエゴ ロペス"" 浅煎り",8.2,820,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B3%E3%83%AD%E3%83%B3%E3%83%93%E3%82%A2-%E3%83%8A%E3%83%AA%E3%83%BC%E3%83%8B%E3%83%A7-%E3%83%87%E3%82%A3%E3%82%A8%E3%82%B4-%E3%83%AD%E3%83%9A%E3%82%B9,Caturra,4.710989,-74.072092
"『超高標高の厳しい環境を強行突破！』 コスタリカ（レオン コルテス）""モンテス デ オロ マイクロミル""『エル ジャサル』 コスタリカのマイクロミルの先駆者『モンテス デ オロ』のエミリオ氏が手掛ける『エル ジャサル』農地は2012年にエミリオ氏が「新たにコーヒーを植えるところから自分で生産をしてみたい」という思いに加え、「この超高標高という環境に挑戦することで最高のコーヒーを作れるのではないか？」という期待と共にスタートしました。超高標高での栽培はフォーマ（低温・多湿で発生するカビの病気、葉や茎にとりつき枯らしてしまう）との闘いでもあり、植樹した半数近くの樹は枯れてしまいましたが、枯れた以上の数の樹を植え続けて強行突破という発想で、生産に辿り着いた本ロット、豊かな風味としっかりとしたコクが感じられる素晴らしいコーヒーです。 Microbeneficio ""Montes de Oro""Finca : El YasalProducer : Emilio Gamboa ChacónRegion : San Pablo de León CortésAltitude : 2,050 〜 2,100 mCultivar : CatuaiProcessing : Washed",コスタリカ,,,100,"コスタリカ（レオン コルテス）""モンテス デ オロ マイクロミル""『エル ジャサル』",8.6,860,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B3%E3%82%B9%E3%82%BF%E3%83%AA%E3%82%AB-%E3%83%AC%E3%82%AA%E3%83%B3-%E3%82%B3%E3%83%AB%E3%83%86%E3%82%B9-%E3%83%A2%E3%83%B3%E3%83%86%E3%82%B9-%E3%83%87-%E3%82%AA%E3%83%AD-%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%AD%E3%83%9F%E3%83%AB-%E3%82%A8%E3%83%AB-%E3%82%B8%E3%83%A3%E3%82%B5%E3%83%AB,Catuai,9.928069,-84.090725
"「最良のマンデリン！」 「LCFマンデリン」の産地「リントン ニフタ」はインドネシア、スマトラ島北部にある「トバ湖」の南西にあります。「マンデリン」にはG1〜G5と等級があり、300g中に含まれる欠点豆の数が0〜3個ならば最も品質の高い等級「G1」となります。この「LCFマンデリン」はG1であることは勿論、収穫、果肉除去後、ミルへの移送を涼しい夜間に行うことや、ベテランピッカーを配した度重なる選別を施すなど、気を配られた生産工程によりとてもクリーンな仕上がりを実現しており、数あるG1の中でも優れた風味特性を持っています。 カザーナコーヒーでは素材の特徴、個性を色付けすることなく、自然に引き出す焙煎環境、方法でこのコーヒーを「深煎り」に仕上げています。過度のロースト香、雑味や濁り由来の苦味がない、素材の風味がクリーンに感じられる仕上がりの中、豊かで複雑な風味、厚みのあるボディ、滑かな質感が感じられる「最良のマンデリン」をお愉しみください！ 焙煎からの時間経過による表情の変化がお愉しみ頂き易いコーヒーでもあります。マンデリンファンの皆様、「焙煎後、何日目」の状態がお好きですか？ ""LCF Mandheling""Region : Lintong Nihuta, North Smatra, IndonesiaCultivar : Clasic Smatra (Garongan)Processing : Wet Hulled（スマトラ式）",インドネシア,,,100,"インドネシア（スマトラ島）""LCF マンデリン""",8.0,800,Wet,,https://www.khazana-coffee.com/product-page/%E3%82%A4%E3%83%B3%E3%83%89%E3%83%8D%E3%82%B7%E3%82%A2-%E3%82%B9%E3%83%9E%E3%83%88%E3%83%A9%E5%B3%B6-lcf-%E3%83%9E%E3%83%B3%E3%83%87%E3%83%AA%E3%83%B3,Clasic Smatra (Garongan),-6.208763,106.845599
"「高標高で生産された優れたゲシャ種」 タラス地域の高標高にマイクロミルを構える「ラ ロカ」より、極僅かに生産された、とても優れた品質のゲシャ種が極少量入荷致しました！ゲシャ特有の複雑で豊かな果実味、柔らかな甘味が感じられる素晴らしい仕上がりです！ 「ラ ロカ」は「より高品質な自分たちのコーヒーを作りたい」というウマーニャ家の若き３兄弟が2014年に設立したマイクロミルです。名はミルから望む Cerro La Roca （ロカ山、Rocaは「岩」）に由来します。 彼らが所有する数ある農地の中のひとつ「ラ グラナディージャ」農地はウマーニャ家が2013年に取得した高標高にある農地で、パッションフルーツのような「グラナディージャ」という果樹がコーヒーの樹と共に植えられていました（訪問時にご馳走していただいたグラナディージャの果実はパッションフルーツに比べて種子の部分が白く、爽やかな風味、甘味が印象的でした。現在は伐採し、無くなってしまったそうです）。 「ラ ロカ」マイクロミルが所有する農地では高標高にも拘らず、どの農地でもコーヒーの樹がとても活き活きとしていて、立派なチェリーを沢山つけた樹を目の当たりにしました。優れた気候環境において丁寧な管理がなされているのだろうと思いました。 今回、初めての取り扱いとなる極僅かに生産された希少なゲシャ種のロット、今後なかなか出会えないレベルの素晴らしい品質です。体験できた方は幸運だと思って頂けましたら幸いです。抽出の際は贅沢に少し多めの豆量を粗めに挽いてみてください。 Microbeneficio La RocaFinca : La GranadillaProducer : Umaña FamilyRegion : Cannet Ariva de San Marcos de TarrazúAltitude : 1,965 〜 2,000 mCultivar : GeshaProcessing : Washed",コスタリカ,,,100,"コスタリカ（タラス） ラ ロカ ""グラナディージャ"" ゲシャ",17.5,1750,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B3%E3%82%B9%E3%82%BF%E3%83%AA%E3%82%AB-%E3%82%BF%E3%83%A9%E3%82%B9-%E3%83%A9-%E3%83%AD%E3%82%AB-%E3%82%B0%E3%83%A9%E3%83%8A%E3%83%87%E3%82%A3%E3%83%BC%E3%82%B8%E3%83%A3-%E3%82%B2%E3%82%B7%E3%83%A3,Gesha,9.928069,-84.090725
"「すべてのコーヒーの基準、コーヒーの世界への最初の扉に最適！」 市場に様々な品質、種類のコーヒーが混沌とする中で、ひとつ信頼できる高品質な「基準」をご自身の内に定めることが出来たらコーヒーの多様性を愉しむ一番の近道となるのではないかな？と思います。カザーナコーヒーがその「基準」にお薦めしたいのがこのグァテマラ「サンタ カタリーナ」のブルボン種です。すっきりとしたマイルドな印象の「シティロースト」と、より深く煎った「フレンチロースト」の2種類のご準備をしていますので、先ずはこの2種類をお飲み比べ頂き、同じ素材の異なる表情をお愉しみください。 グァテマラ、アンティグア地域屈指の名農園『サンタ カタリーナ』は、アカテナンゴ火山の斜面に位置します。農園内は42の区画に分かれており、栽培品種はブルボン種が全体の65%を占めています。サラッとした火山灰性の土壌が特徴の急勾配の斜面にある農園内、標高の高い区画は風味特性に優れたブルボン種のみが植樹されています。 異なるローストレベルで様々な表情を見せてくれるサンタカタリーナのブルボン種、「中煎り」ではオレンジの様な柑橘系の爽やかな酸、柔らかな甘味と程よいコクが感じられます。一方、「深煎り」では中煎りで感じられた酸は抑えられ、しっかりとしたコク、チョコレートのような余韻が感じられます。 豊かな風味が感じられるバランスに優れた「サンタ カタリーナ」ブルボン種、挽いた直後の香りから、飲後の余韻までゆっくりとお愉しみください。 Guatemala Santa CatalinaProducer : Pedro Echeverria FallaRegion : Acatenango, AntiguaAltitude : 1,553 〜 1,711 m Cultivar : BourbonProcessing : Washed",グァテマラ,,,100,"グァテマラ（アンティグア） ""サンタカタリーナ"" ブルボン",7.5,750,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B0%E3%82%A1%E3%83%86%E3%83%9E%E3%83%A9-%E3%82%A2%E3%83%B3%E3%83%86%E3%82%A3%E3%82%B0%E3%82%A2-%E3%82%B5%E3%83%B3%E3%82%BF%E3%82%AB%E3%82%BF%E3%83%AA%E3%83%BC%E3%83%8A-%E3%83%96%E3%83%AB%E3%83%9C%E3%83%B3,Bourbon,14.634915,-90.506882
"『フルーティな風味、エレガントな印象を持った高品質ケニア産』 ケニア産の南にあるキリニャガ地域にある『カムワンギ ファクトリー』華やかな香り、甘みのある明るいフルーティな風味、ボディの厚みがありながらも柔らかでエレガントな印象が感じられるケニア産の高品質なコーヒーです。スクリーンサイズ（豆の大きさ）は ""AA""。ホットは勿論、極上のフルーティなアイスコーヒーがお愉しみ頂けます！ Kenya (Kirinyaga) ""Kamwangi Factory""Producer : New Ngariama FCS ( Farmers Cooperative Society )Region : Ngariama, KirinyagaAltitude : 1,800 mCultivar : SL28 & 34, Ruile11Processing : Washed",ケニア,,,100,ケニア（キリニャガ）”カムワンギ”,10.8,1080,Washed,,https://www.khazana-coffee.com/product-page/%E3%82%B1%E3%83%8B%E3%82%A2-%E3%82%AD%E3%83%AA%E3%83%8B%E3%83%A3%E3%82%AC-%E3%82%AB%E3%83%A0%E3%83%AF%E3%83%B3%E3%82%AE,"SL28 & 34, Ruile11",-1.292066,36.821946
"『ホンデュラス産の高品質ロット 〜 "" El Cielo de Selguapa ""』 「豊かな風味」、しっかりとした「コク」、「優れたバランス」を兼ね備えたこのコーヒーは「コマヤグア県」「セルグァパ市」の山間部にある「サン ミゲル集落」の生産者達の手によって作られています。 中米では屈指の、世界でも5番目の生産量を誇る『ホンデュラス』、同国のコーヒーの生産量は中米栽培は19世紀末に始まり、多数の小規模のプランテーションが主でした。コーヒー栽培に適した地形、土壌、気候環境がありながら、治安の悪さや国内情勢、交通手段や港湾の船積みのための設備の欠如という欠点があった為、コーヒーの輸出はなく、産業としては発展してこなかった歴史があります。が、近年、優れた品質のコーヒーを作ろうという意識を持った生産者が現れ、同国のコーヒー産業の流れが大きく変わろうとしているようです。そのような状況を背景に『エル シエロ デ セルグァパ』をご紹介して参ります。 2010年代に中米諸国のコーヒー生産に大きな被害をもたらしたコーヒーノキを枯らしてしまう『サビ病』の影響は同国でも酷く、多くの生産者は従来育んできた品種の樹を失ってしまった後に、耐病性のあるハイブリッド品種に急速に植え替えました。しかし『エル シエロ デ セルグァパ』を産み出す「サンミゲル集落」は、山深い地で街からのアクセスがとても悪く、非常に標高の高い場所にあるため、サビ病の被害が限定的だったこともあり、他所で失われてしまった貴重なティピカ種やブルボン種が残っている特殊な地域でもあります。 「サンミゲル集落」の先に登山道以外の道は無く、集落の先は稜線で、その稜線の上には空が広がっています。名前の""El Cielo de Selguapa""（エル シエロ デ セルグァパ）は 「セルグァパの空」の意。 品質としても最高峰のホンデュラスコーヒーを生み出す地であることから、輸出業者の代表が私達のために名付けてくれました。 近い将来にご紹介できるであろうこの地域の単一生産者によるコーヒーに想いを馳せながら、今回、豊かな風味があり、しっかりとしたコクも感じられ、汎用品とは一線を画すクリーンさも持ったこのマイクロリージョンのコーヒーを是非、お愉しみください！ 風味の豊かさ、バランスの良さが感じられるこのコーヒー、素材の魅力を最大限に引き出せるようにカザーナコーヒーでは今回「中程度」と「深め」の2通りに同じ素材を別々にローストし、ブレンドしています。抽出の際には「豆量」と「挽き目」の調整で様々な表情が表れます。是非、お好みのポイントを探してみてください！ Honduras ( Comayagua ) - ""El Cielo de Selguapa""Producer : Antonio RamirezRegion : San Miguel, SelguapaAltitude : 1,600 ~ 1,900 mCultivar : Bourbon, Catuai & TypicaProcessing : Washed",ホンジュラス,,,100,ホンデュラス（コマヤグア）「エル シエロ デ セルグァパ」,8.0,800,Washed,,https://www.khazana-coffee.com/product-page/%E3%83%9B%E3%83%B3%E3%83%87%E3%83%A5%E3%83%A9%E3%82%B9-%E3%82%B3%E3%83%9E%E3%83%A4%E3%82%B0%E3%82%A2-%E3%82%A8%E3%83%AB-%E3%82%B7%E3%82%A8%E3%83%AD-%E3%83%87-%E3%82%BB%E3%83%AB%E3%82%B0%E3%82%A1%E3%83%91,"Bourbon, Catuai & Typica",14.072275,-87.192136
